placestate	industry	year	growthdeals
Los Altos, CA	Medical/Health/Life Science	2014	2
Palo Alto, CA	Information Technology	2012	41
Plymouth, MN	Medical/Health/Life Science	2008	1
Houston, TX	Non-High Technology	1988	2
Boston, MA	Medical/Health/Life Science	2020	14
Plano, TX	Information Technology	1998	2
Omaha, NE	Information Technology	2001	2
San Carlos, CA	Medical/Health/Life Science	2013	2
Santa Barbara, CA	Information Technology	2016	2
St. Louis, MO	Medical/Health/Life Science	2018	1
Cary, NC	Information Technology	2020	1
Malvern, PA	Medical/Health/Life Science	1995	1
Peachtree Corners, GA	Medical/Health/Life Science	1995	2
Tampa, FL	Information Technology	2017	2
Farmers Branch, TX	Medical/Health/Life Science	2006	1
Pittsburgh, PA	Non-High Technology	1986	1
Bethesda, MD	Information Technology	2014	1
Addison, TX	Non-High Technology	2002	1
Mountain View, CA	Information Technology	1992	3
Westport, CT	Information Technology	2011	1
Tucson, AZ	Medical/Health/Life Science	2001	1
Tysons Corner, VA	Information Technology	1998	4
McNair, VA	Information Technology	1997	3
Walnut Creek, CA	Information Technology	1992	1
Cupertino, CA	Information Technology	2002	6
New Haven, CT	Medical/Health/Life Science	1983	1
Marlborough, MA	Information Technology	2010	1
New York, NY	Medical/Health/Life Science	2004	3
Milpitas, CA	Information Technology	2015	3
Andover, MA	Medical/Health/Life Science	2000	1
Irving, TX	Information Technology	2015	2
Raleigh, NC	Medical/Health/Life Science	1986	1
San Ramon, CA	Information Technology	2004	2
Overland Park, KS	Information Technology	2011	1
Scottsdale, AZ	Information Technology	1998	3
Nashua, NH	Information Technology	2000	4
Indianapolis city, IN	Medical/Health/Life Science	2010	1
Irving, TX	Non-High Technology	2010	1
Tampa, FL	Non-High Technology	1999	1
Bothell, WA	Medical/Health/Life Science	2001	1
Boulder, CO	Information Technology	2009	4
Dallas, TX	Non-High Technology	1995	4
The Woodlands, TX	Medical/Health/Life Science	2013	1
Menlo Park, CA	Non-High Technology	1998	1
Pittsburgh, PA	Non-High Technology	2011	1
Waltham, MA	Information Technology	2013	3
Eden Prairie, MN	Information Technology	1991	2
Seattle, WA	Medical/Health/Life Science	1997	2
Tulsa, OK	Non-High Technology	1999	1
Gaithersburg, MD	Medical/Health/Life Science	2001	3
Emeryville, CA	Information Technology	2013	1
Colorado Springs, CO	Information Technology	2001	1
Seattle, WA	Medical/Health/Life Science	1982	2
Irvine, CA	Information Technology	1992	2
Mountain View, CA	Information Technology	1986	3
Portland, OR	Information Technology	2013	11
Minneapolis, MN	Medical/Health/Life Science	1988	1
Los Angeles, CA	Information Technology	2020	21
Carlsbad, CA	Medical/Health/Life Science	1999	3
Woburn, MA	Medical/Health/Life Science	1996	1
Woburn, MA	Information Technology	2000	7
Torrance, CA	Information Technology	2014	1
Atlanta, GA	Information Technology	1981	1
Burlington, MA	Non-High Technology	2010	1
Indianapolis city, IN	Information Technology	1998	1
Santa Monica, CA	Medical/Health/Life Science	1981	1
Sacramento, CA	Information Technology	2019	3
Cambridge, MA	Medical/Health/Life Science	2017	17
Germantown, MD	Information Technology	2004	1
The Woodlands, TX	Medical/Health/Life Science	1989	1
Goleta, CA	Information Technology	2003	1
Austin, TX	Information Technology	2005	11
Minnetonka, MN	Non-High Technology	2004	1
Minnetonka, MN	Non-High Technology	2011	1
San Diego, CA	Information Technology	2002	9
Marlborough, MA	Information Technology	1999	6
Oakland, CA	Information Technology	2018	8
Aliso Viejo, CA	Non-High Technology	2005	1
San Jose, CA	Information Technology	1987	11
Cambridge, MA	Medical/Health/Life Science	2020	23
Beverly, MA	Information Technology	2002	2
Portland, OR	Information Technology	2000	10
Goleta, CA	Information Technology	2013	1
Seattle, WA	Non-High Technology	2009	2
San Jose, CA	Non-High Technology	2014	2
Atlanta, GA	Information Technology	2009	5
New York, NY	Medical/Health/Life Science	1997	2
Houston, TX	Non-High Technology	1989	5
West Concord, MA	Medical/Health/Life Science	2000	1
Mountain View, CA	Non-High Technology	1996	1
Santa Ana, CA	Non-High Technology	1998	1
Reston, VA	Information Technology	2019	1
Alpharetta, GA	Medical/Health/Life Science	1999	1
Austin, TX	Medical/Health/Life Science	2016	2
Minneapolis, MN	Information Technology	2000	5
Kirkland, WA	Information Technology	2011	1
Burlington, MA	Information Technology	2019	2
Malvern, PA	Medical/Health/Life Science	2003	4
Chicago, IL	Non-High Technology	1992	2
Costa Mesa, CA	Information Technology	1981	1
Oakland, CA	Medical/Health/Life Science	2017	2
Malvern, PA	Information Technology	1995	2
Fremont, CA	Medical/Health/Life Science	2010	1
St. Paul, MN	Non-High Technology	2006	1
San Antonio, TX	Information Technology	2000	3
South San Francisco, CA	Non-High Technology	1988	2
Malvern, PA	Information Technology	2019	2
King of Prussia, PA	Information Technology	1999	5
Wilmington, DE	Information Technology	2020	8
Irvine, CA	Medical/Health/Life Science	2006	3
Dallas, TX	Information Technology	2012	1
Santa Clara, CA	Medical/Health/Life Science	2010	2
Pinehurst, MA	Information Technology	1999	3
Johns Creek, GA	Medical/Health/Life Science	2006	1
Foster City, CA	Medical/Health/Life Science	1987	2
Fremont, CA	Non-High Technology	2019	1
Evanston, IL	Non-High Technology	2010	1
Santa Monica, CA	Information Technology	2010	9
Madison, WI	Non-High Technology	1997	1
San Diego, CA	Non-High Technology	1987	3
Santa Barbara, CA	Information Technology	1983	1
Burlingame, CA	Information Technology	2018	4
Florence-Graham, CA	Medical/Health/Life Science	1992	1
New York, NY	Medical/Health/Life Science	1984	1
Bethlehem, PA	Information Technology	1989	1
Mountain View, CA	Non-High Technology	2014	2
Woburn, MA	Information Technology	2002	2
Menlo Park, CA	Medical/Health/Life Science	1996	1
Milwaukee, WI	Information Technology	1985	1
Sacramento, CA	Non-High Technology	2016	1
Austin, TX	Medical/Health/Life Science	2007	3
Overland Park, KS	Information Technology	2007	1
Farmers Branch, TX	Non-High Technology	1998	1
Newton, MA	Information Technology	1996	1
Reston, VA	Information Technology	2004	4
Boca Raton, FL	Information Technology	1994	1
Bellevue, WA	Information Technology	2009	3
Washington, DC	Information Technology	1993	1
San Diego, CA	Medical/Health/Life Science	1992	9
Tucson, AZ	Non-High Technology	2019	2
Los Angeles, CA	Information Technology	2001	5
Overland Park, KS	Information Technology	2015	1
Raleigh, NC	Non-High Technology	1989	1
Houston, TX	Non-High Technology	2010	5
Santa Clara, CA	Information Technology	1981	2
Seattle, WA	Non-High Technology	1985	1
Santa Clara, CA	Information Technology	1985	3
San Mateo, CA	Non-High Technology	1983	1
Miami, FL	Non-High Technology	1996	1
Raleigh, NC	Medical/Health/Life Science	2020	1
Austin, TX	Medical/Health/Life Science	2017	3
Waltham, MA	Medical/Health/Life Science	2007	4
Los Gatos, CA	Medical/Health/Life Science	2008	1
Philadelphia, PA	Non-High Technology	2017	3
Los Gatos, CA	Information Technology	2019	1
Philadelphia, PA	Information Technology	2002	2
Cleveland, OH	Medical/Health/Life Science	2004	1
Los Angeles, CA	Non-High Technology	1999	5
San Jose, CA	Medical/Health/Life Science	2005	4
Santa Clara, CA	Non-High Technology	1989	2
Brisbane, CA	Information Technology	2000	3
Atlanta, GA	Medical/Health/Life Science	2016	1
Menlo Park, CA	Information Technology	2005	11
Hillsboro, OR	Information Technology	2019	1
Bloomington, MN	Non-High Technology	2011	1
Carlsbad, CA	Medical/Health/Life Science	2001	2
Seattle, WA	Non-High Technology	2001	1
San Mateo, CA	Information Technology	1998	10
Redwood City, CA	Medical/Health/Life Science	2015	4
Sunnyvale, CA	Information Technology	2009	8
San Mateo, CA	Information Technology	2001	7
Bloomington, MN	Non-High Technology	1997	1
Pleasanton, CA	Medical/Health/Life Science	2006	5
Carlsbad, CA	Information Technology	1995	1
Torrance, CA	Medical/Health/Life Science	1985	1
Westport, CT	Non-High Technology	1985	1
Raleigh, NC	Information Technology	2014	1
Providence, RI	Non-High Technology	2011	1
New York, NY	Non-High Technology	1996	4
Pittsburgh, PA	Medical/Health/Life Science	2009	3
Philadelphia, PA	Information Technology	1996	3
Burlington, MA	Information Technology	1997	6
Nashville-Davidson, TN	Medical/Health/Life Science	1985	2
Atlanta, GA	Information Technology	1988	3
Alpharetta, GA	Information Technology	2007	3
Greenwood Village, CO	Information Technology	1999	3
Irvine, CA	Information Technology	1996	7
Providence, RI	Information Technology	1985	2
Redwood City, CA	Medical/Health/Life Science	2017	1
Richardson, TX	Information Technology	2019	1
Bethesda, MD	Information Technology	1986	1
Baltimore, MD	Non-High Technology	1986	1
Alameda, CA	Information Technology	1999	2
Palo Alto, CA	Medical/Health/Life Science	1997	4
Campbell, CA	Information Technology	2010	2
Indianapolis city, IN	Non-High Technology	2020	1
Nashville-Davidson, TN	Non-High Technology	1999	2
Boston, MA	Non-High Technology	2020	5
Somerville, MA	Information Technology	2014	4
San Ramon, CA	Information Technology	1994	1
Fremont, CA	Information Technology	1996	12
Wilmington, DE	Information Technology	2013	1
Shelton, CT	Information Technology	2009	1
Pinehurst, MA	Information Technology	1989	1
Columbia, MD	Non-High Technology	2012	1
Santa Clara, CA	Non-High Technology	1991	1
Lake Forest, CA	Medical/Health/Life Science	2018	1
Goleta, CA	Non-High Technology	2000	1
Tysons Corner, VA	Information Technology	2016	6
Philadelphia, PA	Non-High Technology	2016	1
Salt Lake City, UT	Information Technology	2016	2
Fort Lauderdale, FL	Information Technology	2018	1
Boca Raton, FL	Information Technology	1998	3
Madison, WI	Non-High Technology	1984	1
Richmond, VA	Non-High Technology	2002	1
Addison, TX	Non-High Technology	1999	1
Santa Clara, CA	Non-High Technology	2007	2
Pittsburgh, PA	Information Technology	2015	18
Burlingame, CA	Medical/Health/Life Science	2017	1
Johns Creek, GA	Information Technology	2000	3
Los Angeles, CA	Non-High Technology	1981	2
Richardson, TX	Information Technology	2014	2
Baltimore, MD	Information Technology	1997	1
Gaithersburg, MD	Information Technology	2001	1
Addison, TX	Medical/Health/Life Science	2003	1
Palo Alto, CA	Information Technology	2020	26
Milwaukee, WI	Information Technology	2010	1
Omaha, NE	Non-High Technology	2004	2
Portland, ME	Non-High Technology	1983	1
Shelton, CT	Information Technology	2013	1
Torrance, CA	Non-High Technology	1986	1
Bethlehem, PA	Non-High Technology	2000	1
Boston, MA	Medical/Health/Life Science	2008	3
Alpharetta, GA	Information Technology	1990	1
Farmers Branch, TX	Information Technology	1983	2
Campbell, CA	Medical/Health/Life Science	2018	1
Menlo Park, CA	Non-High Technology	2006	1
Alexandria, VA	Information Technology	1998	1
Houston, TX	Non-High Technology	2008	4
Charlottesville, VA	Medical/Health/Life Science	2001	1
Emeryville, CA	Non-High Technology	1999	1
Wilmington, DE	Information Technology	2011	2
Carmel, IN	Information Technology	2020	2
Belmont, CA	Information Technology	2013	2
Atlanta, GA	Non-High Technology	1998	1
Campbell, CA	Information Technology	2003	3
Greenwood Village, CO	Information Technology	1984	1
Palo Alto, CA	Non-High Technology	2017	3
San Rafael, CA	Information Technology	1986	1
Brisbane, CA	Medical/Health/Life Science	2003	1
Menlo Park, CA	Information Technology	2020	7
San Diego, CA	Non-High Technology	1984	2
Tulsa, OK	Information Technology	2004	2
Fremont, CA	Information Technology	2003	4
Charlotte, NC	Medical/Health/Life Science	2008	1
Greenwood Village, CO	Non-High Technology	1984	1
Horsham, PA	Medical/Health/Life Science	2000	1
Arlington, VA	Medical/Health/Life Science	2011	1
Nashville-Davidson, TN	Non-High Technology	1984	1
Menlo Park, CA	Non-High Technology	2016	3
Aliso Viejo, CA	Non-High Technology	2006	1
Framingham, MA	Information Technology	1997	1
Wilmington, DE	Medical/Health/Life Science	2009	1
Alexandria, VA	Information Technology	2011	1
Durham, NC	Medical/Health/Life Science	2020	2
Sunnyvale, CA	Medical/Health/Life Science	1992	1
Birmingham, AL	Information Technology	2000	1
Nashville-Davidson, TN	Medical/Health/Life Science	1991	1
San Ramon, CA	Non-High Technology	1987	1
Palo Alto, CA	Information Technology	2013	36
McNair, VA	Information Technology	1986	1
Peachtree Corners, GA	Information Technology	1987	1
Salt Lake City, UT	Medical/Health/Life Science	1999	2
The Woodlands, TX	Medical/Health/Life Science	1987	2
Philadelphia, PA	Non-High Technology	1998	2
Eden Prairie, MN	Medical/Health/Life Science	1997	2
Houston, TX	Information Technology	2019	8
Orem, UT	Information Technology	2015	1
Pittsburgh, PA	Non-High Technology	2008	2
Santa Rosa, CA	Information Technology	1983	2
Burlington, MA	Information Technology	1983	7
Newport Beach, CA	Non-High Technology	1994	1
Phoenix, AZ	Information Technology	1996	1
Rochester, NY	Information Technology	2000	2
Cleveland, OH	Information Technology	1995	1
Boulder, CO	Non-High Technology	1986	1
Mountain View, CA	Non-High Technology	1989	1
Campbell, CA	Information Technology	1996	4
Beverly Hills, CA	Information Technology	2015	2
Beaverton, OR	Information Technology	1995	3
Santa Barbara, CA	Information Technology	2012	1
Walnut Creek, CA	Non-High Technology	1986	1
Palo Alto, CA	Information Technology	2003	12
Richardson, TX	Non-High Technology	1988	1
Hayward, CA	Information Technology	2000	2
Culver City, CA	Information Technology	2000	2
Stamford, CT	Non-High Technology	1998	1
Redmond, WA	Information Technology	2016	1
San Francisco, CA	Information Technology	1987	2
Tampa, FL	Medical/Health/Life Science	2001	1
Horsham, PA	Information Technology	2007	1
New Haven, CT	Medical/Health/Life Science	2004	1
Norwalk, CT	Non-High Technology	1983	1
South San Francisco, CA	Information Technology	2015	2
New Haven, CT	Information Technology	2017	1
Costa Mesa, CA	Information Technology	1998	1
Emeryville, CA	Medical/Health/Life Science	2016	2
Princeton Junction, NJ	Information Technology	1998	2
Bellevue, WA	Information Technology	2018	8
Provo, UT	Non-High Technology	2011	2
Philadelphia, PA	Information Technology	1999	5
Houston, TX	Non-High Technology	1997	6
The Woodlands, TX	Non-High Technology	2007	1
Madison, WI	Information Technology	2007	2
Mountain View, CA	Medical/Health/Life Science	2001	5
Pleasanton, CA	Information Technology	2019	2
San Bruno, CA	Information Technology	2010	1
Wilmington, DE	Information Technology	2008	2
Aliso Viejo, CA	Information Technology	2006	1
Chicago, IL	Information Technology	2013	30
King of Prussia, PA	Medical/Health/Life Science	2018	1
Los Altos, CA	Medical/Health/Life Science	1995	1
San Francisco, CA	Medical/Health/Life Science	2001	1
Mountain View, CA	Information Technology	1985	1
Boston, MA	Non-High Technology	2016	6
Tempe, AZ	Medical/Health/Life Science	2004	1
Pasadena, CA	Medical/Health/Life Science	2015	1
Los Altos, CA	Information Technology	2004	1
Austin, TX	Medical/Health/Life Science	2008	1
Aliso Viejo, CA	Information Technology	2019	1
Malvern, PA	Information Technology	2002	1
San Mateo, CA	Information Technology	2010	11
Columbus, OH	Non-High Technology	1988	2
Carlsbad, CA	Medical/Health/Life Science	2011	1
Cambridge, MA	Medical/Health/Life Science	2012	7
Dallas, TX	Information Technology	1985	4
Ann Arbor, MI	Medical/Health/Life Science	2015	2
Pittsburgh, PA	Information Technology	1998	3
Westport, CT	Information Technology	1998	1
Washington, DC	Information Technology	2017	5
Hayward, CA	Medical/Health/Life Science	1997	2
St. Louis, MO	Medical/Health/Life Science	2011	2
Waltham, MA	Medical/Health/Life Science	2001	5
Goleta, CA	Information Technology	2012	1
Atlanta, GA	Non-High Technology	2008	1
Boston, MA	Information Technology	1994	2
San Diego, CA	Medical/Health/Life Science	1984	5
Longmont, CO	Information Technology	2000	3
Newark, CA	Information Technology	1992	1
Plano, TX	Information Technology	1995	1
Seattle, WA	Information Technology	1984	1
Minneapolis, MN	Information Technology	1998	1
Santa Barbara, CA	Information Technology	2013	2
Stamford, CT	Information Technology	2005	1
Carlsbad, CA	Information Technology	2007	1
San Mateo, CA	Information Technology	2015	18
San Francisco, CA	Information Technology	1984	2
Dallas, TX	Non-High Technology	1982	3
New Haven, CT	Medical/Health/Life Science	2013	1
Cupertino, CA	Information Technology	2016	3
Rockville, MD	Information Technology	1989	1
Fremont, CA	Information Technology	1990	4
Ann Arbor, MI	Information Technology	2007	4
New York, NY	Medical/Health/Life Science	1985	2
Santa Monica, CA	Non-High Technology	2014	1
Columbia, MD	Information Technology	2006	2
